Dunkirk;2017;Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.;189 740 665;337 275 642;527 016 307
Godzilla;2014;The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.;200 676 069;324 300 000;524 976 069
How to Train Your Dragon: The Hidden World;2019;When Hiccup discovers Toothless isn't the only Night Fury, he must seek "The Hidden World", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.;160 945 505;363 634 898;524 580 403
Sherlock Holmes;2009;Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.;209 028 679;315 000 000;524 028 679
Meet the Fockers;2004;All hell breaks loose when the Byrnes family meets the Focker family for the first time.;279 261 160;243 396 776;522 657 936
WALL·E;2008;In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.;223 808 164;297 503 726;521 311 890
Kung Fu Panda 3;2016;Continuing his "legendary adventures of awesomeness", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.;143 528 619;377 642 206;521 170 825
Terminator 2: Judgment Day;1991;A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.;205 881 154;312 106 698;520 881 154
Ant-Man;2015;Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.;180 202 163;339 109 802;519 311 965
The Grinch;2018;A grumpy Grinch plots to ruin Christmas for the village of Whoville.;271 384 731;241 474 088;512 858 819
Venom: Let There Be Carnage;2021;Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.;213 550 366;293 313 226;506 863 592
Ghost;1990;After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.;217 631 306;288 072 251;505 703 557
Aladdin;1992;A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.;217 350 219;286 700 000;504 050 219
Rio 2;2014;It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.;131 538 435;367 242 682;498 781 117
Troy;2004;An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.;133 378 256;364 031 596;497 409 852
Toy Story 2;1999;When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.;245 852 179;251 523 202;497 375 381
How to Train Your Dragon;2010;A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.;217 581 231;277 298 240;494 879 471
Twister;1996;Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.;241 830 615;252 750 000;494 580 615
Oz the Great and Powerful;2013;A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.;234 911 825;258 400 000;493 311 825
Clash of the Titans;2010;Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.;163 214 888;330 000 105;493 214 993
Maleficent: Mistress of Evil;2019;Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.;113 929 605;377 800 484;491 730 089
War for the Planet of the Apes;2017;After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.;146 880 162;343 839 601;490 719 763
Shrek;2001;A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.;268 163 011;220 188 309;488 351 320
Mr. & Mrs. Smith;2005;A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.;186 336 279;300 951 367;487 287 646
Angels & Demons;2009;Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.;133 375 846;352 554 970;485 930 816
Teenage Mutant Ninja Turtles;2014;When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.;191 204 754;293 800 000;485 004 754
Bruce Almighty;2003;A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.;242 829 261;241 763 613;484 592 874
Rio;2011;When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.;143 619 809;340 246 709;483 866 518
Saving Private Ryan;1998;Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.;217 049 603;265 300 000;482 349 603
Rise of the Planet of the Apes;2011;A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.;176 760 185;305 040 688;481 800 873
Home Alone;1990;An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.;285 761 243;190 923 432;476 684 675
Hotel Transylvania 2;2015;Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.;169 700 110;305 486 596;475 186 706
Star Wars: Episode VI - Return of the Jedi;1983;After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.;309 306 177;122 009 457;475 106 177
Charlie and the Chocolate Factory;2005;A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.;206 459 076;268 509 687;474 968 763
Indiana Jones and the Last Crusade;1989;In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry "Indiana" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.;197 171 806;277 000 000;474 171 806
San Andreas;2015;In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.;155 190 832;318 818 322;474 009 154
It Chapter Two;2019;Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.;211 622 525;261 500 000;473 122 525
Jaws;1975;When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.;260 758 300;210 653 000;471 411 300
Wreck-It Ralph;2012;A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.;189 422 889;281 800 000;471 222 889
Godzilla vs. Kong;2021;The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.;100 916 094;369 150 920;470 067 014
The Hangover;2009;Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.;277 339 746;191 988 333;469 328 079
The Lego Movie;2014;An ordinary LEGO construction worker, thought to be the prophesied as "special", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.;257 966 122;210 300 000;468 266 122
Bumblebee;2018;On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.;127 195 589;340 794 056;467 989 645
Star Trek Into Darkness;2013;After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.;228 778 661;238 586 585;467 365 246
The Matrix;1999;When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.;172 076 928;295 145 800;467 222 728
Gladiator;2000;A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.;187 705 427;277 675 375;465 380 802
Pretty Woman;1990;A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.;178 406 268;285 000 000;463 406 268
Cars;2006;A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.;244 082 982;217 908 885;461 991 867
The Eight Hundred;2020;From the acclaimed filmmaker behind Mr. Six comes a riveting war epic. In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army.;372 755;461 048 804;461 421 559
X-Men: The Last Stand;2006;The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.;234 362 462;226 072 829;460 435 291
National Treasure: Book of Secrets;2007;Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.;219 964 115;239 278 134;459 242 249
Lucy;2014;A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.;126 663 600;332 200 000;458 863 600
Mission: Impossible;1996;An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.;180 981 856;276 714 535;457 696 391
300;2006;King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.;210 629 101;245 453 242;456 082 343
The Last Samurai;2003;An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.;111 127 263;343 500 000;454 627 263
Demon Slayer the Movie: Mugen Train;2020;After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.;49 505 008;403 705 951;453 210 959
Dying to Survive;2018;A story on how a small drug store owner became the exclusive selling agent of a cheap Indian generic drug against Chronic Granulocytic Leukemia in China.;6 752;451 176 639;451 183 391
Ocean's Eleven;2001;Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.;183 417 150;267 300 000;450 717 150
My People, My Country;2019;An anthology film consist of 7 short stories directed by several different directors, which are based on 7 moments since the founding of People's Republic of China.;2 356 683;447 708 310;450 064 993
Thor;2011;The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.;181 030 624;268 295 994;449 326 618
Pearl Harbor;2001;A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.;198 542 554;250 678 391;449 220 945
La La Land;2016;While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.;151 101 803;297 805 062;448 906 865
Tarzan;1999;A man raised by gorillas must decide where he really belongs when he discovers he is a human.;171 091 819;277 100 000;448 191 819
Men in Black II;2002;Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.;193 735 288;251 400 000;445 135 288
The Bourne Ultimatum;2007;Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.;227 471 070;216 628 965;444 100 035
The Mummy Returns;2001;The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.;202 019 785;241 261 119;443 280 904
Alvin and the Chipmunks: The Squeakquel;2009;The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.;219 614 612;223 525 393;443 140 005
Les Misérables;2012;In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.;148 809 770;293 489 539;442 299 309
The Exorcist;1973;When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.;233 005 644;136 017 945;441 306 145
Mrs. Doubtfire;1993;After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.;219 195 243;222 090 952;441 286 195
Terminator Genisys;2015;When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.;89 760 956;350 842 581;440 603 537
Warcraft;2016;As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.;47 365 290;391 683 624;439 048 914
A Star Is Born;2018;A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.;215 333 122;220 900 000;436 233 122
The Greatest Showman;2017;Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.;174 340 174;261 392 355;435 732 529
Terminator 3: Rise of the Machines;2003;A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.;150 371 112;283 000 000;433 371 112
Pokémon: Detective Pikachu;2019;In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.;144 174 568;289 055 736;433 230 304
Shang-Chi and the Legend of the Ten Rings;2021;Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.;224 543 292;207 700 000;432 243 292
Die Another Day;2002;James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.;160 942 139;271 028 977;431 971 116
The Secret Life of Pets 2;2019;Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.;158 874 395;271 176 898;430 051 293
Cast Away;2000;A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.;233 632 142;196 000 000;429 632 142
Rampage;2018;When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.;101 028 233;327 000 000;428 028 233
The King's Speech;2010;The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.;138 797 449;288 576 868;427 374 317
The Matrix Revolutions;2003;The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.;139 313 948;288 030 377;427 344 325
The Intouchables;2011;After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.;10 198 820;416 389 690;426 588 510
Bad Boys for Life;2020;Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.;206 305 244;220 200 000;426 505 244
Django Unchained;2012;With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.;162 805 434;263 268 939;426 074 373
Beauty and the Beast;1991;A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.;218 967 620;186 043 788;424 967 620
Dances with Wolves;1990;Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.;184 208 848;240 000 000;424 208 848
My People, My Homeland;2020;In different parts of rural China, various people explore what makes their communities unique.;422 390 820;422 390 820;4 612
The Chronicles of Narnia: Prince Caspian;2008;The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.;141 621 490;278 044 078;419 665 568
Sex and the City;2008;A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.;152 647 258;266 118 261;418 765 519
The Captain;2019;When the windshield of his commercial airplane shatters at 30,000 feet in the air, a pilot and his flight crew work to ensure the safety of the passengers and land the plane.;706 572;416 575 449;417 282 021
The Mummy;1999;At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.;155 385 488;260 547 918;415 933 406
The Chronicles of Narnia: The Voyage of the Dawn Treader;2010;Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.;104 386 950;311 299 267;415 686 217
Jason Bourne;2016;The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.;162 434 410;253 050 504;415 484 914
The Wolverine;2013;Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.;132 556 852;282 271 394;414 828 246
Kingsman: The Secret Service;2014;A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.;128 261 724;286 089 822;414 351 546
Night at the Museum: Battle of the Smithsonian;2009;Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.;177 243 721;235 862 449;413 106 170
Batman;1989;The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.;251 409 241;160 160 000;411 569 241
The Bodyguard;1992;A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.;122 046 449;289 000 000;411 046 449
Pacific Rim;2013;As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.;101 802 906;309 200 000;411 002 906
Kingsman: The Golden Circle;2017;After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.;100 234 838;310 667 824;410 902 662
The Mummy;2017;An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.;80 227 895;329 003 712;409 231 607
Ice Age: Collision Course;2016;When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.;64 063 008;344 691 967;408 754 975
Twilight;2008;When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.;193 962 473;214 467 942;408 430 415
Signs;2002;A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.;227 966 634;180 281 283;408 247 917
X2: X-Men United;2003;When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.;214 949 694;192 761 855;407 711 549
Sing 2;2021;Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.;162 790 990;243 964 601;406 755 591
Fantastic Beasts: The Secrets of Dumbledore;2022;Professor Albus Dumbledore must assign Newt Scammander and his fellow partners as Grindelwald begins to lead an army to eliminate all Muggles.;95 848 302;309 310 490;405 158 792
Alita: Battle Angel;2019;A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.;85 838 210;319 142 333;404 980 543
The Mummy: Tomb of the Dragon Emperor;2008;In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.;102 491 776;300 958 054;403 449 830
Prometheus;2012;Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.;126 477 084;276 877 385;403 354 469
Gone with the Wind;1939;The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.;200 882 193;201 500 000;402 382 193
Mamma Mia! Here We Go Again;2018;Five years after the events of Mamma Mia!, Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.;120 634 935;281 619 449;402 254 384
Eternals;2021;The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.;164 870 234;237 194 665;402 064 899
Dune;2021;A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.;108 327 830;293 520 070;401 847 900
Uncharted;2022;Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor "Sully" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.;148 567 634;253 100 000;401 667 634
Sonic the Hedgehog 2;2022;When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.;190 796 029;210 200 000;400 996 029
TRON: Legacy;2010;The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.;172 062 763;228 001 089;400 063 852
Mission: Impossible III;2006;IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.;134 029 801;264 449 696;398 479 497
Snow White and the Huntsman;2012;In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.;155 332 381;241 260 448;396 592 829
Grease;1978;Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?;190 071 103;206 200 000;396 271 103
Toy Story;1995;A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.;223 225 679;171 210 907;394 436 586
Solo: A Star Wars Story;2018;Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.;213 767 512;179 157 295;392 924 807
The Wolf of Wall Street;2013;Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.;116 900 694;275 100 000;392 000 694
Superman Returns;2006;Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.;200 081 192;191 000 000;391 081 192
Robin Hood: Prince of Thieves;1991;Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.;165 493 908;225 000 000;390 493 908
Indiana Jones and the Raiders of the Lost Ark;1981;In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.;248 159 971;141 766 000;389 925 971
Independence Day: Resurgence;2016;Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?;103 144 286;286 537 649;389 681 935
Live Free or Die Hard;2007;John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.;134 529 403;253 626 608;388 156 011
Monster Hunt;2015;Human and monsters have lived in their separate worlds, but after the birth of Wuba, the last of the monster kings, begins the adventure to bring the two races together.;32 766;387 020 740;387 053 506
Godzilla: King of the Monsters;2019;The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.;110 500 138;276 100 000;386 600 138
Home;2015;An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.;177 397 510;208 644 097;386 041 607
Star Trek;2009;The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.;257 730 019;127 950 427;385 680 446
1917;2019;April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.;159 227 644;225 691 745;384 919 389
Happy Feet;2006;Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!;198 000 317;186 335 791;384 336 108
Cars 3;2017;Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.;152 901 115;231 029 541;383 930 656
Back to the Future;1985;Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.;212 836 762;170 500 000;383 336 762
Ice Age;2002;The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.;176 387 405;206 869 731;383 257 136
Fifty Shades Darker;2017;While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.;114 581 250;266 964 596;381 545 846
Monsters vs. Aliens;2009;A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.;198 351 526;183 158 344;381 509 870
Black Widow;2021;Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.;183 651 655;196 100 000;379 751 655
Godzilla;1998;French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.;136 314 294;242 700 000;379 014 294
True Lies;1994;A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.;146 282 411;232 600 000;378 882 411
Slumdog Millionaire;2008;A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of "Who Wants to be a Millionaire?".;141 319 928;237 090 614;378 410 542
Taken 2;2012;In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.;139 854 287;236 298 168;376 152 455
G.I. Joe: Retaliation;2013;The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.;122 523 060;253 217 645;375 740 705
Mad Max: Fury Road;2015;In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.;154 109 060;221 600 410;375 709 470
Spider-Man: Into the Spider-Verse;2018;Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.;190 241 310;185 299 521;375 540 831
Shark Tale;2004;When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.;160 861 908;213 721 971;374 583 879
Once Upon a Time... In Hollywood;2019;A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.;142 502 728;232 063 026;374 565 754
What Women Want;2000;A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.;182 811 707;191 300 000;374 111 707
The Adventures of Tintin;2011;Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.;77 591 831;296 402 120;373 993 951
Batman Begins;2005;After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.;206 863 479;166 809 514;373 672 993
Penguins of Madagascar;2014;Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.;83 850 911;289 664 710;373 515 621
X-Men Origins: Wolverine;2009;The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.;179 883 157;193 179 707;373 062 864
The Golden Compass;2007;In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.;70 107 728;302 127 136;372 234 864
Fifty Shades Freed;2018;Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.;100 407 760;271 577 258;371 985 018
Hitch;2005;A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.;179 495 555;192 098 655;371 594 210
Terminator Salvation;2009;In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?;125 322 469;246 030 532;371 353 001
Captain America: The First Avenger;2011;Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a "Super-Soldier serum". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.;176 654 505;193 915 269;370 569 774
Edge of Tomorrow;2014;A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.;100 206 256;270 335 000;370 541 256
There's Something About Mary;1998;A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.;176 484 651;193 400 000;369 884 651
Gone Girl;2014;With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.;167 767 189;201 563 174;369 330 363
